Sentence,Sentiment
Uzun dönemli Turkcell faturalı hat kullanıcıları 3ay1gb yazın 2222 ye gönderin.. 1gb gelsin. Yeni faturalı olanlar için ne olu bilemem.,notr
@veyigt Ankesörlü telefondan seslenmiyorum çünkü Turkcell kullanıyorum? ✋?? https://t.co/GfM5YvU7yz,olumlu
Aylık 300 TL fatura ödüyorum ve bir müşteri temsilcisiyle konuşamıyorum. 1 saattir sesli menüde oyalıyorsunuz beni Turkcell TurkcellHizmet,olumsuz
Uff turkcell de çok iyi çekiyor nasıl vazgeçecem ya,olumlu
"zaten çanakkale'nin göbeğinde evde telefon zar zor çekiyodu, şimdi hiç çekmiyo, teşekkürler turkcell",olumsuz
bir kuruşa eyvallah. iki kuruş neden? bu nasıl yuvarlama ? turkcell,olumsuz
hem turkcell 3g hem de ttnet'te bir sikinti var.,olumsuz
@evrimiseri @TurkcellHizmet @Turkcell  zaten bütün bilgilerimizi ilk turkcell sattı sonra başladı her şey:((,olumsuz
#telepluscomtr Turkcell T60 Çizgili Silikon Kılıf Kırmızı - Price : TL17.90,notr
"@TurkcellHizmet Turkcell Türkiye ve Turkcell Grubu 2015 yılı sonu itibarıyle hem gelir hem de FAVÖK’te, tüm zamanların en yükseğine ılaştı",olumlu
turkcell reklamlara bu kadar para harciyorsun küçükyali mine sokakta kesilen konusmalarimizi iade et bari cok acizsin,olumsuz
turkcell 1 gb internet verdi canım turkcell<333333333333333,olumlu
iPhone5'te Turkcell'in 4.5G hizmetinin çalışmasını ancak Vodafone'da çalışmamasını(bulunduğun bölgede sinyal yoktur dışında)nasıl açıklanır?,notr
Turkcell'ciğim Müzik uygulamasından 25 şarkı indirmem için hediye yollamış,olumlu
Turkcell imzayı attı!,notr
Turkcell bedava internet yollamis bu mutluluk değilde nedir,olumlu
Turkcell türk telekom arena' da bile internetin kağnı gibi.sana verdiğim para haram olsun...,olumsuz
Michio Kaku - Bugünden Geleceğe Bakış - TURKCELL http://www.turkcell.com.tr/tr/hakkimizda/video-galeri/teknoloji-zirvesi-2014/bugunden-gelecege-bakis …,notr
passolig kartın varsa turkcell yeni faturali hat al hediye bilet kazan #tropik #bursaspor #turkcell https://t.co/spydz0paxm,olumlu
#sevgilileretavsiyeler tukcell bile mesaj atsa bakin ben sahsen kizlarin cogunu turkcell diye kaydettim :D,olumsuz
turkcell bana bedava 1 dakika hediye etmiS operatOr dediGin |24 |24 |24,olumlu
turkcell sen harikasIn ya ne diyeyim |01 |01,olumlu
@Vodafonedestek Ben turkcell kullanıcısıyım numaramı vodofone'ye tasımak istedim form doldurdum 1 ay geçti hala vodofoneye geçemedim yardım,olumsuz
"karar engellemeye yönelik değil, içerik yasaklamaya yönelik. bu arada turkcell kullanıcısı olarak vpn olmadan giriş yapamıyorum.",olumsuz
Ataist olmana lafım yok ama  turkcell sahur  paketi yapman şaşırtıcı...,notr
Avea çok ucuzsun tamam ama parayla rezil oluyoruz. Turkcell bekle beni bebeğim.,olumlu
2016’da 2100 istihdam sağlayan Turkcell Global Bilgi 2017’de 1500 kişi işe…  via @btdunyasi,olumlu
"Turkcell 4 çeker, baran  çok seker :DDD BAK BAK İLTİFATA BAAK :DDS",olumlu
Zayn'le Perrie ilişkisi Acun'la  turkcell ilişkisi gibi reklam yapmadan duramıyorlar.,notr
"Buldugunuz cozum gercekten takdire şayan...Çalismalariniz daha cok musteri memnuniyeti ve cozum odakli olmali, turkcell @TurkcellHizmet",olumsuz
Yahu ne hoş olmuş bu turkcell reklamı :),olumlu
"Cinemaximum'dan 16 kişilik bilet alacak kadar Sarı Kutu birikmiş, Teşekkürler Turkcell ljfudhgfgfufvhxsgxgdh.",olumlu
"vodafonetr...müşteriye ihtiyacıniz yok herhalde,turkcell sadece 10 saniyede cevap yazdı.sizde 48 saat geçti cevap yok....",olumlu
Turkcell'li oğulları reklamı ile Ahmet Kural ve Murat Cimcir'in kariyer yükselişi yönünden kırılımını zamanla görücez..,notr
bugün hattımı turkcell'den taşıdım nasıl mutluyum bilemezsiniz!? @turkcell,olumsuz
Şu turkcell size diycek bise bulamiyorum Allahsizlar 5gb 13 gunde nasi biter ya,olumsuz
40 tl ye internet paketimi olur be insafsızlar fakirin halinden anlayın azcık :) turkcell,olumsuz
@berateken faturalarInIzI turkcell hesabIm Uzerinden inceleyebilirsiniz.,notr
Turkcell T60 Cihazınıza 6.0 Güncellemesi Gönderilicekmi ? Net Bir Tarih Verebilirmisiniz ?,notr
"Turkcell reklamı gibisin, öyle boş öyle anlamsız öyle altılıyedili şakşakşak.!?:s:S",olumsuz
sakaryanin gozunu seveyim ya istanbul demissiniz ama turkcell net bile cekmiyo,olumsuz
"köyde babam sağolsun Turkcell ile internete az da olsa bağlanabiliyoruz, Avea'ya kalsak bırak interneti aramayı zor yapıcaz",olumlu
Turkcell'inin gücü Turkcell'in çekim gücü düdüdüdüdüdüdüdüdüütt,notr
@tarIk_dIncer48 turkcell kullancak kadar zengin olsam burda ne isim var,notr
Van depreminde enkaz altinda kalan 64 kisi Turkcell hatlarindan attiklari SMS lerle yeniden hayata baglandi @turkcell,olumlu
10 yıl abonesi olduğum turkcell hattımı en yakın sürede kapatacağım. kandırıldım!!! turkcell turkcellhizmet tcellplatinum,olumsuz
Metroda bile telefonla konuşabilirken evin hiçbir yerinde telefon çekmemesini bi açıklayabilir misiniz artık Turkcell,olumsuz
"Turkcell Aman reklamlarına inanmayın mutlaka millete bir kazık sokacaklardır, inanmayın bunlara",olumsuz
mehmet ali birand göz göre göre turkcell dedi kumbara dedi türkiye dedi aferin dedi.,notr
Avea 19 tl Turkcell bi harekete gecsen diyorum sertab`ı 4*4 e bindireceğin yerde.,olumsuz
"turkcell 5055873222 lütfen öncelikle hediye ettiğiniz 1 gb interneti kullandırmayın,paketim bittikten sonra hediye 1 gb kullanmak istiyorum",notr
Turkcell yine yaptı yapacağını,olumsuz
saCmaladIGInIzIn farkInda mIsInIz?israilin kOlesi olmuSSnuz! bundan bOyle turkcell deGil isracell adInIz!! ama unutmycGz @kaan_terzioglu,olumsuz
Bu Anneler Günü'nü Turkcell kazanmış. Seneye görüşmek üzere.,olumlu
Turkcell Müzik'te mariah carey listesini dinliyorum.Sen de dinle; http://trcll.im/cAG1I  Gömülü resim için kalıcı bağlantı,olumlu
Turkcell kampanya üstüne kampanya sürpriz üstüne sürpriz yapıyor bana :),olumlu
turkcell ışık hızında fiberinternet hizmetleri... berbatsiniz.,olumsuz
saka degil gercek turkcell de sorun var,olumsuz
bence Turkcell müşteri hizmetlerini aramak tam bir işkence düşmanıma edeceğim beddua bu olabilir aslında,olumsuz
02.02 de turkcell beni düşünür mü acaba dedim sonra birde baktım benim hattım avea,notr
"Eveet beklenen reklam geldi, Turkcell Gangnam dan sonra Harlem reklamı da çekmişş :)))",notr
2525 gündür Turkcell abonesiyim.. Bana özel sarı kutulardan hangisini seçip hediyemi alsam bilmiyorum ki...,notr
"2222 e CUMACANDIR 1GB yaz gönder, 1 ay geçerli 1 GB internetin olsun. :P Turkcell ilk 5000 kişiye internet hediye ediyor.",notr
Turkcell style reklam süper olmuş yaaaa :):),olumlu
Klozette edge cekiyor turkcell bu ne sacmalik,olumsuz
"Turkcell, reklamlarinda oynatmak icin ozel cocuk ciftligi falan kurdu heralde. Bu kadar cocuk ana babasinin rizasiyla selocan olmus olamaz.",notr
@ihsanpasaa LAN BEN TURKCELL DEĞİLİM Kİ,olumsuz
frknkrtlss turkcell superonline ile ilgili  superyardim hesabından destek alabilirsiniz.,notr
Turkcell’den Yerli Arama Motoru:   @teknoduragi aracılığıyla,notr
"1 Nisan 2016 itibariyle 375 Mbps’e varan hızlarda 4.5G mobil internete hazırlanan Turkcell,testlerde 1200 Mbps hıza ulaşarak bir rekor kırdı",notr
hani turkcell aradığında telefonu alo diye açarsın ya öyle işte,notr
paketim bitcek günü mu buldun unlucky turkcell,olumsuz
Turkcell gibi bir kurumun bu kadar ciddiyetsiz ve sorumsuz tavrını protesto ediyorum.@TurkcellHizmet,olumsuz
Iphone biraz daha incelirse 190 liraya Turkcell'den bi de tutmak icin kit alicaz,notr
bi 2 lira atın la turkcell olan yok mu,notr
@colak5252 @turkcell hey yavrum hey tUrkcell senin yerine olayI ben COzUyorum yatIn anca yerinizde teSekkUr etmeniz lazIm boyle kullanIcIya,notr
"Turkcell 2016’da %27 düşüşle 1,51 milyar TL net kâr elde etti",notr
Ooo her yone bedava 1000 sms im varmiss Turkcell olmaayanlar atsin numaralarinii:),olumlu
Eveett bir turkcell avantaj paketininde sonuna geldik :D gelsin yolda telefonun kilidini açıp saate sık sık bakma günleri :D:D,notr
Kontör yükledim Turkcell resmen ilan-ı aşk etti,notr
Hepsini okuyamadigim halde Turkcell Dergilikten 12 adet dergi indirmem kesin acgozluluk,notr
@Merrvesonmezz Turkcell TV+ hizmetinizde karşılaştığınız sorunu ve müşteri numaranızı DM'den iletir misiniz?,notr
"Turkcell 375 hız sundu x3 daha hızlıysa, şu anda bu hıza ulaşan telefon yoksa, kendi ile çelişiyorsa sonuç nedir ?? https://t.co/5B4lmK1ACo",notr
turkcell sizin kadar soyguncusu yok yemin ediyor bıktım artık illellah dedirttiniz,olumsuz
Turkcell Bizbize Paketleri Nelerdir?,notr
@tugbauznlr kazIkCI olsada orda yazan turkcell'i seviyorum |24 |24,olumlu
@optimizercem turkcell'den ancak 539'lu alırsın cemcim :),notr
Sen Vodafone gibi anı yaşarken ben Turkcell gibi seni her yerde çekemem.,olumlu
turkcell bozuldu heralde ????????,olumsuz
"Her kontör yüklediğimde Turkcell'in coşup en az 10 tane kampanya bilgi mesajı atmasına hastayım. Tam ""oo kanka kontör yapmışsın"" kafası.",olumsuz
En hayin sinsi kim biliyormusunuz turkcell tabiki,olumsuz
Yaklaşık 2 aydır turkcell aradığında mesgule alıyorum.İlişkimizi gözden geçirıyorum.s.s.s.s,olumsuz
Turkcell'im reklamı ne güzel lan. Aynı anda seni seviyorum yazıyorlar :):):)9),olumlu
Kontür yükledim diye turkcell mesaj yağmuruna tutuyo,notr
turkcell'i bIrakalI 2 yIl oluyor.,notr
Lan odada avea çekmiyo diye turkcelle geçtim şimdide turkcell çekmiyo avea full başlarım böyle işe,olumsuz
doğru düzgün fiber altyapısı olmayan vodafone bölgemde 4g hizmeti verecek. en hızlısı biziz diye nara atan turkcell henüz belli değil.,notr
turkcell kadar ticari etiGi olmayan firma gOrmedim. yeni bir vInn paketi aldIm. anInda iCinde kullanIm hakkI bulunan eski paketi yok etti.,olumsuz
"Turkcell'in \3G\"" reklamında \""Bizim 3G'miz Amerika'nın 4G'sinden bile hızlı\"" demeleri ne büyük eziklik :)""",olumsuz
@busetuysuz @VodafoneTR @VodafoneDestek @TurkcellHizmet Turkcell şimdiye kadar çoktaaan cevap vermişti....,olumlu
Turkcell Kanyon AVM uygulaması Gömülü resim için kalıcı bağlantı,notr
turkcell amerikalılara ankara havası oynatıyor bi ankaralı olarak bu yüzden turkcell kullanıyorum,olumlu
turkcell sen turkcellsin nasıl internetin çekmez?  ne büyük acılar bunlar ???? @idilekerr,olumsuz
Turkcell güvenli dijital imza uygulamasını başlattı  @btgunlugu @Turkcell,olumlu
tam turkcell müşteri hizmetlerini darlamalık saatler,olumsuz
@turk_telekom turkcell den yedigim kaziklar dan dolayi 4 hattimi turk telekoma gecirdim ve gercekten iyi cekim ve hiz iyi,olumsuz
31 Mart 2015'e kadarSPK/ Ertaş: Turkcell gerekli adımı atmazsa biz atarız - Bloomberg HT http://www.bloomberght.com/haberler/haber/1569721-spk-ertas-turkcell-gerekli-adimi-atmazsa-biz-atariz …,notr
"Xperia Z1, Turkcell Mağaza'da ön siparişte http://t.co/jQcFfZdyq4",notr
Sonu 2222 ile biten bir numara sürekli arıyordu arıyım dedim turkcell çıktı aq bende sapık falan sanmıştım diyorum niye sms gitmiyor:ddddd,olumsuz
hain turkcell bIkmadIn kotamI yavaSlatmaktan |02,olumsuz
Merkezdeyim turkcell daha az cekiyor avea dan ilginç :s,olumsuz
Bu turkcell bana paso internet hediye ediyor canım yaa,olumlu
Turkcell Superonline’dan 3 ay bedava fiber internet http://t.co/Q0SkxXwtIB http://t.co/xtpspN6N2T,notr
benim sevgililer gUnUmU kutlasa kutlasa turkcell kutlar canIm turkcell asdgh,olumlu
tecavuzcu destekcisi turkcell abneler gunu icin cocuklari kullaniyor reklaminda tacizci serefsiz turkcell @turkcell,olumsuz
Turkcell'de ki fafulye agzini ısırdığımin Gömülü resim için kalıcı bağlantı,notr
Su turkcell'in internet aSIm paketinden nefffret ediyorum sinirlerimi bozuyo ya,olumsuz
"@turkcellhizmet turkcell yardImcI olmuyor sOzleSmem var 3 ay Ucretsiz 27 aylIk sOzleSmem var ama evimde internet yok, bedava diyemi?",olumsuz
buguntv iiyi güzel temizlik tivibu turkcell helel size,olumlu
Turkcell bizim tuvalette internetin cekmiyor,olumsuz
#TürkiyesinSen ama medeniyetin göbeği kozyatağı fsm hastanesinde telefonun çekmiyor (Not: turkcell),olumsuz
"turkcell,4 ay kullanmadim diye kapattigi hattimi ariyip ulasamadigi icin bana suc atiyo.kapali hatti nereye ariyosa, bunlarda kafa calismiyo",olumsuz
apaydinreha aynen. turkcell i protesto ediyoruz,olumsuz
Dünyanın ilk Üç Taşıyıcılı İnternet Teknolojisi testi Turkcell’de http://t.co/4PTv5OUN5N @Turkcell http://t.co/p21evDNVW5,notr
oyunu ünlüler kazanırsa turkcell boku yedi yılmaz morgülün 7 tane kardeşi var djzjzjxkdjkzbxk   #survivor,notr
"Sosyal paketim olduğuna rağmen 1 krs, 10 krs alıp kontürlerimi yiyen #Turkcell Allah belanı versin, en kısa zamanda Turkcelli bırakıcam",olumsuz
Öztürkcell reklamı izle - Benim öyle kızım yok Ayten izle - Turkcell Reklamı izlehttp://www.forumzirve.net/reklam-videolari/64147-ozturkcell-reklami-izle-benim-oyle-kizim-yok-ayten-izle-turkcell-reklami-izle.html …,notr
"Yuh turkcell insafsiz turkcell ""** nolu hattinizin yurtdisindaki data kullanimi 28,2MB i asmis, 84,31 TL ye ulasmistir. """,olumsuz
@YildizzTilbee avea kullanan biri olarak turkcell tavsiye ederim ablacım,olumlu
"H.Epicure Retweetledi: Vodafone TRYalan inanmayın ben Turkcell'den Vodafonea 2 hafta da geçtim?? Benim gibi müşteriyi kaybetmek istememiş de olabilr  ?? H.Epicure ekledi,1:08Vodafone TR @VodafoneTRVodafone'a geçmek için 0542 542 36 36'yı arayın kapınıza kadar gelelim. 6GB internet de hediye edelim. #GelDeGelelimhttps://amp.twimg.com/v/c31080d8-bb18-43c5-bf9c-bebbf20e4ab8 …",olumsuz
allah cezanı versin turkcell tüm müşterilerini kaybedersin inşallah.,olumsuz
"Turkcell'in GNÇYTNK programı rekora koşuyor, başvurular 80 bini buldu. #gnçytnk",olumlu
"Allah kafayı sıyırıcam Turkcell çekmiyor,kafayı yiyecem.Nerden geçiş yaptım,yaaaaa.....",olumsuz
Biri bana bir turkcell yetkilisini bağlayabilirmii? Rahat rahat küfür etmek istiyorum yapıcakları işin ben taa amk emii........,olumsuz
Turkcell’de Yazılım Mühendisi maaşı hakkında bilginiz varmı? KariyerSor'dan öğren...,notr
Turkcell kadar mesaj atsaydın şimdiye evliydik.,notr
"Türkiye'nin en itibarlı 10 markası
Arçelik
Eczacıbaşı
İş Bankası
Koç Holding
LÖSEV
Sabancı Holding
THY
Turkcell
Ülker
Vestel",olumlu
Avea nın turkcell gıydırmesı cok komık v basarılı olmus))),olumsuz
@Olanzapinn Turkcell TV+ hizmetinizde yaşadığınız sorunu DM'den detaylı olarak iletir misiniz?,notr
Turkcell'in yeni milli takım reklamı efsane olmuş bee,olumlu
Turkcell o kadar can yaktıktan sonra millete acımaya başladı galiba ?,olumsuz
Turkcell Keşfet mobil uygulama şimdi Google Play Store' da! Çok yakında Apple Store' da. Gömülü resim için kalıcı bağlantı,notr
Turkcell kadar şerefsiz varmıya tl yüklendiğini internet paketinin yenilenmesinden anlıyorum tl yi görünce hemen alıyo,olumsuz
vodafone a geCtim ve evde turkcell den iyi Cekiyor. mutluluk bu olsa gerek.,notr
hayır turkcell bana neden durduk yere net pakedi verdi ki :DD:D,olumlu
@gaga_countess @slayaaas @ptafmusic slkslzOslxiaOsSdl beni genC turkcell takip ediyo dm atayIm mI sizin iCin daha UnlU o,notr
Hatırlar mısınız ? Turkcell Neşet Ertaş'ın Ölümünü Nasıl Sermayeye Dökmüştü :/ Sonra Özür Mesajı Fln... Yazık ! NeşetErtaşı RahmetleAnıyoruz,olumsuz
Yerli diye lanse edilen Turkcell T40 telefon ne kadar yerliyse ben de o kadar Çinliyim.,olumsuz
Vodafone hangi kafadasın ya zorla Turkcell'e geç diyorsun!!!,olumlu
Avrupa'nın En Hızlı Büyüme Gösteren Telekomüniksyon Markası Turkcell http://www.habermonitor.com/tr/haber/detay/avrupa-nin-en-hizli-buyume-gosteren-telekomun/384987/ … #BURSA,olumlu
"@Turkcell Binamıza 12 daire birden TURKCELL SUPERONLİNE istiyoruz . Türk telekomu bırakıp , Superonline istiyoruz yardımcı olun lütfen",olumlu
Kuzey Kıbrıs Turkcell'in yaz staj programı tamamlandı http://t.co/l7qAHSQJkV,notr
"turkcell platinumlu olmanın ayrıcalığı 6gb internet, 2000 dakika konuşma, 1000 sms ve 2 gb paylaşımlı internet ????",notr
@mervenazkocum  ayakli turkcell bayisi olmak bunu gerektirir :Dd,notr
Turkcell den allah razı olsun. Gece 2 sabah6 bedava internet :),olumlu
@AyuCuk Ayıp ettin Turkcell bayisini devretcem sana,notr
@Cehennemelegi__ aç bir Don't Worry Be Happy sende geri bağlan hayata. Turkcell reklamı gibi oldu idare et ??,notr
Allah belanı turkcell sömürdün beni bi paket için,olumsuz
Turkcell cok istikrarlı yaa. biir gün bile bana mesaj atmayı ihmal etmiyor . hemde her gun aynı saattee yaaa ...,olumsuz
Genc Turkcell'li nasil olunuyo la ne yazip nereye gonderiyoduk bilen var mi :D:D:S:A:D,notr
turkcell li olan ve bipi kullananlar yazsın internet kazanacağıız xldjsşmdis,olumlu
Turkcell i sewiyorum cunku esnafını seviyor.,olumlu
zaten spotify için vodafone kullanıyorum. eğer şu an devam eden sorunumu çözmezlerse hemen turkcell'e geçerim çok netim bu konuda.,olumlu
Birakin baska operatoru gecin Turkcell e. Bunca yil bedavaya eziyet cekmisim.,olumlu
@Levaicblt Tüm Turkcell Platinum ayrıcalıklarınız için https://t.co/lqY6RDuSSl bağlantısını inceleyebilirsiniz.,notr
yalnIzca turkcell in verdiGi 300 mb internetim var hemde sadece 23.59 a kadar aGlIyorum,notr
Turkcell eski sevgilim olsa böyle uyuz edemezdi... Başım çatlıyo ağrıdan...,olumsuz
@aykuterdogdu hem iphone kullandigini hem turkcell kullandigini belli etmeseydin iyiydi sayin vekil. Resmi az kirpsaydin.,notr
Bu turkcell beni illa deli edicek,olumsuz
Ne hainsin turkcell sms yaptıktan sonra mı gönderilir o hediye smsleeeeer !!,olumsuz
turkcell jeriSteyin koordinatlarInI istedi.amerikan filmindeyiz sandIm bian. bunlar hep amerikalIlar kOye geldikten sonra oldu,notr
"o kadar mesaj atan turkcell kontör yükleyince de kıyak yaptı,yalan yok",notr
"şu turkcell reklamındaki çocuklar çok tatlı değil mi ya, yirim ben onları yaa",olumlu
80 tl cepfaturasi mi olur hani hayat paylasinca guzeldi. Allah belani versin turkcell,olumsuz
karanlıkta diyalog sergisi turkcell'in desteğiyle engelleri aşıyor.,olumlu
"Turkcell'in %100 sahibi olduğu Turktell, elektrik enerjisi ticareti, toptan ve perakende satışı için EPDK'ya başvur…",notr
kullanım detaylarınızı turkcell hesabım'a giriş yaparak inceleyebilirsiniz.,notr
Turkcell 'de calisanlar bildigin yalan soyluyor ya var mi boyle bisey !!!,olumsuz
@ebrucetin sen benim pisikimsin ??? turkcell esraa,notr
@dilekkaranartal ablaaa babam turkcell den general mobile 5 plus d almIS ay tukseli Simdi sevdim |01,olumlu
EN15838 Sertifikası ile Turkcell Global Bilgi hizmet kalitesi 2. defa tescillendi @CagriMD,notr
rehberine beni hilal sonra da turkcell diye kaydedenlere selam olsun :D,notr
turkcell zarar dekontu var mı? dsvsdfvdfv,notr
6 tl vergi ne demek icimi oturdu ulan turkcell beeeğğğğ,olumsuz
Salon atletizmde 4 Türkiye rekoru: Turkcell Gençler ve Büyükler Türkiye Salon Atletizm… https://t.co/GXXmPjQv9O,olumlu
turkcell öz kullanicilarini iyice boşladi kullanılacak adam gibi uygun internet paketi yok ne varsa yeni gelenlere,olumsuz
