Sentence,Sentiment
Özturkcell reklamý komedi yaa :D:D,1
20 Mbit/s  fiber internet hattimdan hala buffer beklemeden video seyredemiyorum #rezalet #superonline,2
Öztürk tiplemesi bile Turkcell'i sevmemek için bir sebep aslýnda.,2
kalite diyorum. herkese günaydýn :),3
Ýyi ki Turkcell'in hava durumu paketine aboneyim. O da olmasa kim mesaj atacak bana,1
çok üzülüyorum sana bir bilsen sana özel iyi geceler mesajý atýcam-Turkcell,3
"Kesilmeden, arada ses gidip gelmeden bir konuþma yapamaz oldum. Ýlk fýrsatta Turkcell'den kurtulmanýn vakti geldi artýk...",2
"Bu Turkcell iyice sinirimi bozmaya basladi, kafasýna göre paket alýyor, yeniliyor",2
Iphone 4S 32gb a) sozlesmesiz 2495 TL  b) sozlesmeli gold paket 197 TL. Herkese hayirli gecmis olsun :),3
"Musteri hizmetlerine baglanirken 1730264 kere ""Turkcell beni sesimden tanir"" dedirttiler. Kafayi yemis bunlar demedi demeyin.",2
iyy turkcell sertab erener,3
Kuzen yarýn turkcell gidiyoruz haberýn olsun ;)),3
ne biliyim bi ara vodafone turkcell avea muhabbeti geçmiþti ordan kalmýþ aklýmda :D,3
O deðil de internet paketim bitiyordu bugün normalde. Turkcell unuttu beni galiba.,3
hala çok pahalýsýnýz,2
Turkcell uykumuzdan aliyo :),2
superonline candýr :),1
hocam son vodafone reklamýndaki 'kardelen' dikkatinizi çekmiþtir..nasýl bir mesaj var sizce turkcell'e ??,2
"Çoðu kiþinin Turkcell’li olmasýnýn tek sebebi, çoðu kiþinin Turkcell’li olmasý.",3
Tabiki hayat paylaþýnca güzel :)) sohbetin çok hoþmuþ yaa :),1
ben turkcell e taþýttým,1
bugün bana yaptýðýn haksýzlýðý sana hiç unutturmayacaðým..hani 150 her yöne kampanyasý..artýk yaþasýn turkcell.seni terkediyom avea..,1
:) hakketten ya turkcell e sinir oluyorum :),2
Bu turkcell interneti o kadar yavas ki evin wifisi bile daha hizli,2
kuzum bugun msj hakkým býttý ya turkcel son dakka gol caktý bana :) ama msn ye gel gýr gýr yapalým ozledým sen samaya yapmayý :),2
bir haftadir gezdigim 4. turkcel timdeym kimse modem teslimi almaya yanasmiyor beceremiyor ve istemiyolar...adami cildirttilar,2
20 saat içinde cevap vermediðim halde tam olarak 15 mesaj atýyosan bana aþýksýn turkcell inkar etme..,3
#turkcellesavasimvar,2
Beter ol turkcell böyle biþey warmý engellede neymiþ,2
Turkcell panolarindan fotograf almis gibi sevindim (=,1
#turkcell kadar serefsiz bi operator daha bilmiyorum :/,2
servis saðlayýcýn geçiriyosa android'in suçu ne? ki turkcell'den gayet memnunum ama vodafone'un sýnýrsýz paketleri de var makul,1
Meraba Turkcell müþ hizmetlernden ariyoruz -meraba -isminiz? -Ömürsel -Aa gercektenmi ne kadr guzel bi isim -(yok yalandan)ehehe tesekkurler,3
Aynen kanka ya yemin ederim telefon uçuyo suan :) turkcell farki yaa :),1
lazým :)) Acun'a milyon $ verecez diye faturada bize döþüyor Turkcell :),2
AYRILIK ZAMANI GELÝYOR KAZIKCILAR.,2
"Kimse takmýyo beni yaaaaa, turkcell bana mesaj aaat :D",1
esanafa ozel výnn kampanyasý sadece 29 lýra :))))) ahaha yený cýktý bu :))) ýsý býlýyor turkcell :)),1
"merhaba, joker internet paketinden kalanlarý nasýl görebiliyorum? Tesekkurler",3
"kayýt baþladý Check out ""Turkcell 2011 Blog Ödülleri""  via",3
"""çekemeyen anten taksýn"" diye sticker daðýtmýþ, ben de yaptýrcam özel olarak :)",1
Pardon :))  mümessili olduðunuzu yeni farkettim.Davulun sesini bilmem ama baþka sesleri iyi duyarýz biz.Merak etmeyin,2
"aslýnda eskiden sadece turkcell var iken, bedava mesaj falan yok iken biz azýcýk konturle sadece çaldýrarark yetiniyorduk....",3
gunaydin,1
þimdi türkcell'de nereye yað çekeceðini iyi biliyor :),3
Paylaþtýkça çoðalan sevgine sokim be Turkcell!! Adam raký içmelik reklam müziði yaparmý be??,2
Bugune kadar trcell'in vaadettigi hicbir fatura tarifesini tutturamayanlardanmisiniz.,2
Milleti kandýrmayýn lannn :Turkcell+Vodafone+Avea ayaginizi denk alýnnn ;),2
Bahçeþehir Üniversitesi'nden Süreyya Ciliv'e özel ödül,1
yok ya ciddiyim.. Yazýlým ve yarý bloke panel donanýmý  altyapýsý ile bana ait...,3
sabah 4 te mesaj atan çýlgýn turkcell,2
"-Kanka Turkcell'i kazýkladým. +Nasýl yaptýn? -Sms yaptým, seneye bitiyor. +Seni tanýdýðým güne lanet olsun",3
kapatýlabiliyor onlar beybi turkcell'in websitesinden. ama explorer'la yapman lazým. sen gmail kullanýyor musun de bana bi,3
"Dünden bugüne: #TTKOM kýsa vadeli sinyal ""AL"" a döndü,#TCELL kýsa vadeli sinyal ""AL"" a döndü",3
pis adama bulastin trcell;),2
bence Gnçtrkcll Ark Winterfest 2012'de 1.olur da gelir :),1
Ýbne turkcell somurdun ulan somurdun nasýl sovuyorum þimdi sana belli deðil :),2
Bu fiber Internet problemleri de cok olmaya basladi. Bir degil iki degil aliskanlik haline geldiartik #superonline,2
opuldun bebegim ;) Tebrikler! Size ozel 1 ay boyunca yurtici heryone 100 dakika ve 300 SMS kazandiniz. Gule gule kullanin!,1
Biskolata reklamý herkese örnek olsun hatta burdan en çok reklam veren turkcell e duyrulur,3
derimod benetton sisley turkcell  sevil ykm bana sms atmayýn size ihtiyacým yok sizden msj beklemiorm ananýzý skim heycanlanýorm tlf ötünce!,2
"maçtaki golleri elli kere yollamasa hoþ olacak. gol oluyor ayný mesajdan 2-3 kere geliyor, sabýr sýnýyor resmen.",2
"hatta turkcell atesle oynuyor, kendileri donmezse bu hatadan buyutecem bu isi.",2
:D Turkcell ile saygý çerçevesinde ve çok düzeyli bir dostluðumuz var bana yapamazlar öyle biþey :D,1
"Turkcell cephesinden hiç beklemiyordum böyle bir telefonu, öneri için çok saðolasýn!",1
"Ne zaman ki turkcell canýmlý cicimli panolara ""GÖZÜM"" kodu, o zamandan beri turkcellde gözüm kaldý, olasým geldi, oldum, þimdi herkes gözüm!",1
1 sn de nobetci eczaneleri bulup 1 km yakýndaki eczaneyi 1 saat aramaya gerek býrakmayan Turkcell pusula uygulamasý seviyoruz seni,1
lan bekleseymiþim keþke 5 gün daha 4s gelmiþ turkcell e ! üzüldüm þu an.,3
"Önce bedava dakikan bitti dedin, sonra hiç eksilmeyen bir 589 dk. verdin, þimdi de 55 dakikan kaldý diyorsun.N'apmaya çalýþýyorsun Turkcell?",2
Sertap erenlerin ablasida reklamci :))Turkcell tövbe hasa birþey ima etmiyorum:),3
merkezdeki evde superonline kullanýyorum zaten. cCc 100mbps cCc,3
Bence sorun Turkcell'de. Ayni sikintiyi yasiyorum.,2
2 Gundur ne TV yayýný var ne de internet :( Turkcell mobil internet olmasa ne yapardým acaba :/ ,1
neee zo'n turkcell,3
superonline iþi olmuyor  fiber internet hizmeti yokmuþ bizim binada.apartman olarak baþvurmamýþ gerekiyormuþ vss.. :),2
"kampanya iptali teyidi için 2 gün telefon etmesi beklenilen, sinirlenince hattý iptal etme baþvurusunun 10. dk.sýnda arayan firma",2
110 mb lýk internet kullanýmýna 105 tl fiyat geçiren turkcell itiraz edince geriye dönük tarifelendirme yapýp ücreti 7 liraya düþürdü,2
lanet olsun burdan alicam yeni telefon bununla da turkcell in camini kiricam,2
neden baðlanamýyorum müþ.temsilcisine ..þikayet edicem ulan sizi btk ya yeter ulan sömürdüðünüz.7 sefer aradým her seferinde,2
#unutamiyorum aaa bi de doruknet turknet superonline ixir fln paketler bittiiinde 146 dan baglanirdik ne bedeller odedik yaa vay vay vayy :P,3
"Kullanmadýðým bis'in parasýný alan Turkcell, senin taaaa mýnakoyim",2
EDGE ne 3G ne tukureyim Turkcell.Zorla adami Ozturkcelli yapacaksin,2
Eskiden turkcell dýye geliyordu aramalar kurumsallara daha sonra hepsine 532 le geliyor.Korkma yabancý degýl olsa gerek :))),3
sen olmadan sarýlamam zaten bitanem eksik  kalýr yok olurum hayat seninle  paylaþýnca güzel,1
Bu aylar turkcell býle mesaj atmýyo :(,3
“ 'hayat paylaþýnca güzel' mi? banane mý banane mý? ben onun karýnýyým karýnýyým.”,3
"Sen vodafone gibi Her Aný yaþarken...Ben Seni Turkcell gibi her yerde çekemem...Þimdi geL ayrýlalým desem...Avea gibi ""OH BE"" DiyeceKSin...",3
bu boktan þeyler de beni bulur zaten aras kargo-türksel-öðrenci iþleri hepsine de ayný zamanda uðranýlmýyo ki la,2
bence superonline ile görüþ sanki bu sabah baðlanýyorum falan tarzý bir þeyler yazýyordu buralarda... :),3
turkcell bize büyük ibnelk yapýyo,2
"turkcell veya avea varsa alabilirim -,-",1
Bu Turkcell'de iyice uçtu amk Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarýma Göre 30Bin TL Yüklesem þirketi üstüme yapacaklar,2
"""Biliþimde Yenilikler ve Kariyer 2011"" Turkcell,TAI,Eczacýbaþý,ATOM,Yenibiris,Mehmet Auf.K salonu 13-14 Aralýk.Detaylar",3
hayat paylaþýnca güzel nara naa naa na na turkcel ceo suyum ben :),1
son 14 ay  ondan sonra #vodafone dan kurtulacaðým.. hani o reklamlarda pahalý diye salladýðý þirkete gidicem #turkcell,1
senin bu cekememezliginden biktim usandim #turkcell,2
müzik dinlerken sakin sakin arkadan birden þaaart yoook þuuurrrt yoook diye reklama baþlayan turkcell ve zaytung. BSG.,2
Bir sosyal medya faciasý da  Facebook sayfasýnda yaþanýyor. Ah ergenleri baþýna oturtmaktan ne anlarsýnýz siz sevgili ajanslar,2
bugün gds sýnavý var.evet var ve ben daha yeni çalýsmaya basladým. Hayat paylasýnca güzel,1
Ben memnunum  'den :),1
"Patrona hayat paylaþýnca güzel dedim,boþuna hayal kurma rolls royce'un vergisini bile ödeyemezsin dedi, taam dedim..:(",3
Hala yeni yýl mesajý atmadý.Diðer operatorlerden geldi .hani belirtmek istedim .yoksa size ugramiyormu ?,2
çözüm merkezi lütfen duyun sesimi ve beni arayýp sorunumu çözün artýk 48 saat olcak !!!,2
O.Ç.   Ne oldu? 8 günde 10bin  çisi KORKUTTU mu seni?,2
Sahsen hayat paylasinca guzel falan degil yani turkcell buyuk bi hata yapiyoo mesela ben cikolatami paylasinca 1689 kat daha kotu oluyorum,2
gnctrkcll kullanabilsek iyiydi :),1
Sadýk dostum Turkcell halimi hatrýmý soruyor yine..,3
Kampanya SMS'lerinden baþka iletiþim kuramayan #Turkcell ödül almýþ. Herkes birbirini aðýrlamýþ. Hayat faydasýzca güzel.,2
"sinemaya, cok para gitmesin diye gnctrkcll le gidip 8 tl verirken, filmden once abur cubura 13 tl veren bi ciftiz bence.",1
"yapacak biþey varsa, bulursan eðer senin durumundakileri de düþünürsün deðil mi? ne de olsa hayat paylaþýnca güzel :)",1
Öf be amip Turkcell sinirlerimi bozuyosun !,2
Oha saçmalýða bak ya #turkcell internet paketi icin iki kere ücret aldý ve sadece biri yüklenmiþ,2
Sen vodofon gibi her aný yaþýyorsun Ama ben turkcell gibi seni her yerde çekemem.,3
abi sen de turkcell blog yarismasindaydim yanlis hatirlamiyorsam. 5 ocak'ta nasil katiliyoruz odul torenine?,3
Biri caktirmadan telimi alip geceleri birini mi ariyor anlamadim ki 1000dkyi asmam imkansizken bu fatura ndn boyle. Ahh turkcell ahh...,2
turkcell canmm,3
Tabi caným o yüzden Genç Turkcell kampanyasýyla gidiyoruz sinemaya biz :)))),1
turkcell :-),1
ben sana turkcell adam konuþurken demiþtiiim. sen adamý niye bozuyosun demiþtiin baak kendin kabul ettiiin,3
20 TLmi 100 TL yapmak istemiyorum turkcell anla artik.,2
bnce süperonline yada smileadsl yap,1
suadiye turkcell de bi berna lacin gordum sanki =),3
bir noktada sinyal gucundeki azalmayi geri bildirim yaptiktan 1 gun sonra aranip ayni noktadamisiniz diye aranmak komik.,2
Enigma T301TR Kriptolu Cep Telefonlarý Turkcell Avantajlarý Ýle C5 Stoklarýnda!,3
kesinlikle superonline,1
yarýn turkcell olucam yeni numara falan .. :(( babam açtýrma diyo bbm i,1
"Oyle huzurluyum ki, Turkcell bile ariza cikarmadi bu kez, o derece! :))",1
turkcell kanka acimaz agostosta acimadi hasirt 250 verdi ile faturayi bide utanmadan 5 tane liste geldi eve :D,2
"Elmander'in golü uzun,kaliteli versiyon",3
"valla telefonumda çatýr çatýr görünüyo viber caným :) aradým ve çaldýda, ama sende benim diðer hat yok sanýrým ondan :) tcell varmý",3
"Koray Bey, Manisa TEZCAN TIM'de 14 günde 2 defa kandýrýldým, o çalýþanlar Turkcell'e yakýþmýyorlar, bilginize.",2
iPhone 4S 16 Aralýk'ta Turkcell'de!,3
"dun vodafone catir cutur cekiyoodu, turkcell tirt! cekiyo cekmiyo reklamlarinin sonucu bu.. ; ) #turkcell",2
turkcell bana mesaj atti cunku seni aldatiyorr :D,2
Yok yani yolda kaldýk gel lastik deðiþ desek anlarýz da zor iþ bu çok basit yani turkcell seni mahvetmiþ adamým,2
"Hem de ayný okuldanmýþýz, ODTÜ iþletme. Sevgiler ve basarýlar, tabi ayný zamanda ""iyi yýllar"".",3
Sabah sabah teknoloji ozurlulugum tuttu turkcell time gittim tim kapali kopyalar telefonda hayatim film seridi gibi gecti korkudan.,3
korkunc bir ulkede yasiyoruz. herkes kazik atarak biseyler kazanma pesinde. #superonline da bunlarin basindaymis.,2
#TURKCELL aboneleri 2011'de 85 Milyar SMS attý...,3
Kubat turkcell reklamýnýn sonunu halkalý þekere baðlýyacak diye öylesine korkuyorum ki.,2
hayat paylasýnca güzel lalallalaal :) öyle ufonun dibinde uzun eþek oynamýycaktý ismíní vermek istemedígim kísi,3
"pazarlama ailesiyle beraber yol almak istiyorum. CV'm blogumda, ilginizi bekliyor:)",3
artýk yeter. Çekmiyor telefonum. Sertab erener'i corluya yollayýn bakalým 4 çeker olacak mý????,2
turkcell zaten bir numaralý dolandýrýcý doktor.,2
#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ý m'i yok. Yazik bence.,2
teþekkürler Turkcell,1
Sagolsun bir turkcell beni yalniz birakmiyor.,1
Bende turkcell im :D ne deðiþir,3
Kuzey Kýbrýs Turkcell'den anlamlý ziyaret,1
olum bak türksel sana çok pis gýcýðým ikidir ters gidiyosun bana artýk vodafone a geçme zamanýdýr.,2
:D kediyi getir gidelim türkcell bayiye :)),1
turkcelli kiniyorum Ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!,2
11 yýllýk aboneniz olarak sizinle tüm iliþkimi kesiyorum. Rakipleriniz karþýsýnda erimenizi keyifle izleyeceðim.,2
Sabah 7.30dan itibaren tekrar Turkcell'm bilginizee :),1
#vodafone sosyal medyada bile sesi çýkmýyor trcell ya da avea olsaydý çoktan dönmüþtü,1
git babaný kandýr,2
3 kelime yetmez size,3
aa nasi kacirdik yaa!bizim ayibimiz olsun doomgnn kutlu mutlu olsun selocan;)),1
#sondakika Turkcell Europe Türk iþ yerleriyle tanýnan Köln Weidengasse'daki esnafa Noel jesti yaptý.,3
daha ben gecemedým nasýl yapýyoruz?,3
koca   in kurumsal Musteri danýþmanlarýyla yapýlan konuþmalarý ücretlendirmeye ihtiyacý olduguna inanamýyorum,2
her zaman heryerden böyle,1
okey whatsapp varmi beybi sende numaran turkcell'de kaldi.,3
Vodafone ya da Turkcell'deki gibi mini mesaj paketleri yok mu Avea'da? 50 sms 3 tl gibi faturasýzlar için... Ya da 15 TL'ye bal?,3
"maNga, canlý ve etkileþimli olarak 23 aralýk cuma saat 15:00'te Turkcell Müzik'te! bilgilerinize sunarým :)",1
"Turkcell ici 600. Hepsini sana ve anneme harcayacaðým, merak etme. :D.",3
sen de varsýn tabi ki de Aslýcým.Hayat hep beraber paylaþýnca güzel!lâ lâ lâ lâ lâ lâ!:),3
Bi kez daha Allah belaný versin turkcell .!!!,2
Ýki sattir telefonuma msj gelip duruyo her seferinde turkcell oluyo ama bende her seferinde heyecanlanýyorum bundan sonrakine bakmýycam .P,2
mesajj atýp durmaa yeteerr!,2
:))) :((( hayat paylaþýnca güzel mutlu olmak varken niye bizler kýymetini bilmeyiz,1
ayrýca turkcell konusunu da halledeceðiz haftaiçi bakarýz dedi :D,3
allah belaný versinnn .,2
3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarý 5 gündür edge. Turkcell bile çekiyor yahu :) help..,1
Bu da son olsun bu günlük . * Hayat paylaþýnca güzel. Ayný yatakta bir yastýðý mesela.. #takipedenitakipederim,1
"Hayat paylaþýnca güzel lalala lay laay la lay. Bir gün iyi oluyorsun, öteki gün melenkolik ruh halinde.",1
"Bugun aradigim butun turkcell'lilerin telefonunda telesekreter cikmasi ama hepsinin buna sasirmasi, bir tur turkcell gocugu degil de nedir?",2
bende turkcell e mesaj atmýþtým zaten haftalar önce ama,3
"istanbuldayken telefonumun ana ekranýnda vs ""TR TURKCELL"" yazarken izmitte sadece ""TURKCELL"" yazýyor. izmit gavur mu lan?!",3
“   müþterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu” #FF,2
nedir senin  derdin turkcell her aramada 50 krþkontor yemek zorundamýsýnn ;),2
dýt dýt dýrýt týd.. nefret geldi artýk Turkcell !! unut bu melodiyi artýk unut unut,2
"Dudullu'nun gobeginde #turkcell edge ile baglaniyor, 4 ceksin diye daga mi cikmamiz lazim anlamadim ki",2
"Reklam filmlerindeki ""Dýþ ses""in, son yýllarda #RTE tonlamasýnda konuþtuðunu (Kasýmpaþalý stayla) fark eden bir ben deðilim",2
#hayatpaylasincaguzel : Dünyanýn özel iletiþime en çok vergi veren kerizi olmak istiyorsanýz tabii ki adresiniz Turkcell olsun! :),2
Oha amk arkadaþla 14 dk konuþtuk 6 Tl 22kurus gitmiþ. Resmen soyuldum türkcell tarafýndan...,2
#turkcellesavasimvar 6 7 ay oldu rahatladim. Korkulu ruya gormektense uykusuz kalirim.,2
Çok dogru :) “  Turkcell'in 3G hýzý ABD'de deki 4G'den daha hýzlý :)”,1
"toplu tasima aracinda ""turkcell bemi sesimden tanýr"" cilginliginida yapti ya #pes",1
"#Blackberry kaynaklý 3G sorunu çözülmek bilmiyor.  de halledemedi, arkadaþlar çözmeye çalýþýyor dedi.  nedir sorun?",2
çok iyi tanýrým kendisini.turkcell tim gürhan abi dedinmi bende akan sular durur.#turkcelltimgurhanabiyitanýyaninsanlartanýyorum.,1
#turkcell bilgi mesajlarý b.kunu çýkardý ama gece gecede bu kadar yüklenilmez ki...,2
superonline'dn arada geliyrr amaaa,3
"sen 'ondan' mesaj beklersin onun yerine Turkcell  mesaj atar ya,iþte öyle berbat bir þey daha yok .",2
"Turkcell içi var, normalde bi kaç tl'm var. Sen mesaj at, konuþuruz. Olmadý ararým caným zor deðil hanii :D",3
Ýmessage kullanan insanlar canýmsýnýz! Sizi ayri bir seviyorum! (turkcell sms paketimi yükselt!! ),3
Bir kez daha cüzdaný evde unuttum ama Turkcell mobil imza sayesinde Garanti'den para çekip gunumu sorunsuz götürüyorum :),1
superonline ?net baglatmak için yeni eve tasýndýk ve net yok turkcellden mi alsam ama cekme sorunu vs?,2
internet paketim oldugu halde internete giremiyorum allahin belasi Turkcell yaptigin ayip amina korum senin kasar tutmayin beni sinirlendim,2
Bunca yýllýk turkcell kullanýcýsýyým beni hiç bulmuyor böyle þeyler!,2
Aþkitom yaa kontörsüzlükten ölücem turkcell 24 saat beni bloke etti. Kimseye mesaj atamýyorum. Bugün gitmeseydiniz keþke hemen,2
Mabel'in Büyüsü! - Gnctrkcll,3
"""Hayat Paylaþýnca Güzel"" mahkemelik oldu :) Meðer þarký paylaþýnca güzel deðilmiþ.",3
Sabah vapurda turkcell hayat paylaþýnca güzel diyerek gazete daðtyor cumhuryet hariç bence hiç de güzel deðil.,2
turkcell bis paketi  alcak :),3
Cocuk oyuncaðý gibi paketlerimi Bi iptal eden Bi yenileyen kuruluþ...,2
Divane Aþýk Gibi: Türkcell Blog Ödülleri'nde Finaldeyiz,1
Dolmabahce tunelindeki 3G sorununa cozum lutfen  #turkcell,2
POÝNT BLANK WALL HACK SATILIR 10.000 NG VEYA TELEFONLA 10 TLDÝR. TURKCELL VEYA AVEA MOBÝL ÖDEME...,3
Sen vodafone gibi ani yasarken ben turkcell gibi her yerde seni cekemem.,1
891.000 Abone kaybýndan sonra elinde ki 532 li hatlarý bedava daðýtmaya baþladý :)) Yazýk sana caným yaa! Çaresizliðin son noktasý,2
turkcell olaydin sende sen avea ol diye maas veriyolar sanki :D,3
Blackberry sahipler turkcell kampanyasi oncesi blackberry sahiperi ve turkcell kampanyasi sonrasi blackberry sahipleri diye ikiye ayrilir,3
"Ýnternet gidince superonline'ý aradýk ve sonuç olarak cevaplarý,bizim sitede genel olarak bi kopukluk varmýþ.ee çözüm olarak?",2
